content,polarity
"Maaf baru kasi ulasan,pokoknya tidak nyessal belanja si shopee,tokoh kirim paketnya sesuai pesanan,kurirnya amana bisa di ajak kompromi,shopee ,tokoh, dan kurir,mantul. Sukkses semua. Meski kadang saya tidak bisa cod,padahal di metode pembayaran tersesia cod.",Positif
"Makin lama makin gk karuan, lemot bangett, gk sesuai keterangan (katanya bisa COD, pas checkout gk bisa COD), vocer gratis ongkir kada muncul kadang gk waktu checkout.Tolong dong dibenahi, udh jd e-commerce gede tp kualitas dr dulu gini"" aja.",Negatif
"Untuk Shopee tolong di tinjau untuk oktum Toko yg memanfaatkan kirim barang...Ud 2 kali kecolongan... Datang paket COD harga rp. 100.rb.. Gk merasa pesan,dan di aplikasi pun gk ada keterangan apa""...tp COD di bayar orang rumah... Karena nama sama alamat rumah sesuai dengan alamat yang di tuju...",Negatif
"Disini belanjanya murah murah bagus lagi kualitasnya dan juga ada fitur cod buat aku yang males ke alfa hehe , menurut aku ini not bad lah. cuma kadang kadang pengirimannya lama bisa sampe seminggu , padahal pake ekspedisi ekspres kwkwkk",Positif
"Sangat puas belanja di shopee... 😘 barang nya original kebanyakan yg di kirim persis seperti di gambar... produk nya bagus2... ada ruang buat chat penjual jika kita bingung atw mau bertanya ttg produk yg kita akan beli dan respon penjual cepat utk bls chat.. n ada pilihan hapus untuk barang yg kita ga jadi beli,dan yg paling penting bisa COD.. n banyak pilihan pengiriman.. Shopee tetap pertahankan.. wlw sekarang udah Bagus tp klo bisa di tingkatkan lagi biar makin bagus... ❤Shopee❤",Positif
"Sekarang sangat mengecewakan saya pesan barang 2 kali di batalkan oleh pihak jasa kirim , padahal bukan paket cod , tolong dong di perbaiki",Positif
"Kenapa saya tidak bisa cod? Ini pengalaman berbelanja paling buruk bagi saya. Setiap mau chekout harus pakai s.pay dulu, tanpa saldo s.pay saya tidak bisa berbelanja. Harap diperbaiki metode pengirimannya. Saat bertanya pada penjual mereka sudah mengaktifkan COD, tapi kenapa COD di akun saya tidak bisa. Saat berbelanja dengan platform lain semua bisa COD. Harap mengaktifkan COD ke seluruh Indonesia, daru sabang sampai merauke.",Negatif
"Suka sih sama aplikasi shopee, jual barangnya reccomended bgt, tp lebih diperhatikan untuk pengiriman nya yah kak dan rasa tanggung jawabnya, karna saya udah 2x order status pengiriman sudah diterima padahal belum:') Dan tolong dong kalau cod gausah diminimalin:) dan satu lagi aplikasi shopee ini memuat gambarnya lama bgt padahal signal oke mau milih2 gambar jd susah",Positif
"Kalo menurut saya apk ini sangat membantu yaa dalam hal berbelanjaa.. Hampir semua toko nya mempunyai harga yang terbilang murah, yah walaupun memang ada beberapa toko yang kualitas juga rendah sihh.. Tapi sayang sekarang shopee juga susah COD kayak dulu sekarang mainnya shopeepay deh karna susah nyari yang COD.",Positif
Ini pngalaman pertama blanja di shopee..kualitas barang oke bnget & pengiriman paket lumayan cpet..yg pasti nya lebih aman kalau sterus nya bisa COD.. Cuma sedikit saran sih..ongkir nya kurangin dkit lah..kalau bisa sih di bawah hrga barang pesanan.makasih,Positif
"Sebenernya paling nyaman belanja di shopee, tapi sayang sekarang ongkirnya naik, voucher gratis ongkir min.pembelian 40rb. Udah gitu ada tambahan biaya pas checkout, juga kalo COD biaya penanganannya gede banget. Yuk tingkatin lagi pelayanannya shopee, biar pelangganmu gak kabur.",Positif
"Dulu selalu tepat waktu pengiriman dan jelas, sekarang jasa kirim nya (spx ekspress) cukup banyak masalah, minta pengiriman barang di undur hingga 2x dari waktu awal pas udah gitu ada pembalikan pengiriman secara mendadak padahal sudah di tunggu lama. Pas di laku kan pengembalian dana, proses nya cukup lama, sampe 20 hari urusannya padahal ga cod atau paylater.",Negatif
"Sinyal udah bagus data/wifi lagnya itu pas pencet pertama kedua kaya ga kepencet trus saya pencet berkali kali eh malah kaya neken terus, udah versi terbaru masih gitu, ini gimana ya ko bugnya dan lagnya belum di benerin, terus pas checkout barang metode pembayaran nya cod pasti biaya penanganannya banyak kaya ongkir 3× lipat hadehhhhh gimana nih",Negatif
"Sekarang shopee ongkir nya luar biasa mahal nya,sekarang juga pelayanan dari kurir yg menangani kurang baik.bukan seperti shopee yg dulu murah ongkir nya padahal saya memakai shopee hampir 4tahun,sekarang shopee tidak rekomendasi lagi untuk belanja,sekarang juga banyak biaya tambahan ketika COD.kalau begini terus tidak ada perubahan bakalan beralih ke aplikasi lain,,",Negatif
"Apk shopie apa ini , masa saya mau daftar spinjam sama spaylater nya di tolak terus , padahal saya blm pernah minjol , nama masih bagus blm cacat ,,,, udh gitu belanja online nya pake COD lama sampe nya .... Masih enakan belanja di apk LAZADA cepat dan banyak diskon nya ....",Negatif
Pelayanan ny bagus.pengembalian dana cepat. Shopee lah yg sll bijak. Mksh shopee y. Kenapa skarang TDK bisa cod lagi,Positif
"Aplikasinya suka macet, lemot, dan loding, fitur gratis ongkirnya juga sedikit, bunga shoppepaylater nya nambah banyak , nggak kayak dulu Biaya admin untuk sistim cod juga tinggi Haduhhh makin bingung tiap mau belanja Pengennya hemat tapi malah boros jadinya Tolong di perbaiki lagi ya min 🙏",Negatif
"Katanya biaya tambahan buat develop aplikasi,tapi kok malah makin kesana arahnya.. Satu lagi yg penting,tolong jg bikin iklan edukasi masalah sistem COD biar masyarakat paham,jgn cm promo doang,kasihan kurir yg tidak tau apa apa kena imbasnya oleh customer Terima kasih",Positif
"Selau belanja di shoppee barang ori, murah lagi dan bisa cod, gk pelu kamana kalo mo belanja😁",Positif
"1. Saya sangat kecewa dengen shopee & jasa kirim SPX, padahal alamat tujuannya sudah benar, tapi gagal dikirim dengan alasan pembeli tidak ada ditempat, padahal saya selalu stand by di alamat tujuan; 2. Tidak semua alamat tujuan bisa COD; 3. Promo gratis ongkir minimal belanja Rp 0,- sangat jarang sekali, jang sering malah promo gratis ongkir minimal belanja Rp 30.000,-.",Negatif
Seneng banget sih belanja online di shopee dulu ga pernah belanja online sih soalnya aku ga punya rekening kalau mau tranfer sama pedmot buat COD an. Untungnya ada shopee yang bisa bayar di rumah. Gampang banget tinggal cari barangnya terus pesen terus tinggal tunggu dateng deh. Jangan lupa bayarnya ya😁😁,Positif
"Begitu cekout seharusnya voucher langsung ke apply, lah ini pesanan udh memenuhi syarat gratis ongkir tapi malah kena ongkir krn pembayaran otomatis cod, mau ubah pembayaran ke shopeepay juga ga bisa. Maksudnya gimana? Perbaiki dong aplikasinya, sering lemot juga tuh.",Negatif
"sekarang banyak yg sudab mengeluh mengenai aplikasi shopee,, saya pun juga demikian knp sih sekarang sudah tdk bisa lagi memilih jasa pengiriman, dan lebih parahnya lagi sistem COD pun masih ada biaya nya kan percuma bayar di tempat tp masih di mintai biaya, tolong lah shoope perbaiki lagi kembalikan kenyamanan yg seperti dulu biar pengguna nya tdk berpaling ke aplikasi belanja online lainnya, jgn kecewakan pengguna nya tolong sekali.",Negatif
"Kenapa yaa mau login akun shopee susah bgt, padahal username udah bener, password udah bener, tapi masih harus scan barcode lagi, dan yg bikin susah nya itu gaada pilhan lain, sedangkan barcode nya keluar d hp yg mau d login dan kalo mau scan itu harus balik dulu k menu sebelumnya jd barcode ilang, kalo barcode d foto dulu, setelah d scan malah masuk lagi k menu login, jadi gimana? Tolong dong d perbaiki lagi, jangan bikin susah login",Negatif
"belanja gak pake ribet, banyak promonya, aplikasinya mudah dimengerti, apalagi pembayarannya lebih dipermudah dengan sistem COD,,, gak pernah nyesel deh belanja disini,, kalo bisa ditambah lagi ya gratis ongkirnya...,hehehehe",Positif
"Belanja dishopee gampang gak ribet,selalu bisa COD jd gak ribet² transfer, tetep harus lebih selektif nyari barang,karna kadang klo gak bisa milih gak sesuai sm harapan kita.Tq shopee udh ngebantu banget nyari barang yg dipengen dg gak ribet² beli ke mall.",Positif
"Menurut saya ini aplikasi belanja yg keren banged, caranya gampang gak ribet apalgi skrg dilengkapi dengan menu pembayaran yang banyak macamnya mulai dr COD, shopee pay later lebih memudahkan lagi..semua barang yg di cari ada d sni bahkan pengiriman luar negeri sjaa smpainya cepat sekali, apali barang yg dalam negeri, voucher diskonnya juga ada trus sehingga enak buat blnja2 karna ada potogan diskon yg bkin ketagihan untu trus belnjaa selain itu memuaaskan skali krnaa branngyaa beraneka ragam..",Positif
"walaupun sempet kesel gara gara bolak balik indomart karena layanan COD nya error mungkin,but no problem karena masih tersedia voucher gratis ongkir walaupun jarang,saya ngasih tau doang ni (di aplikasinya seperti ada bug,seperti mau pindah halaman,mau membuka produk ada seperti bug),ok itu aja,terimakasih.nb:banyakin lagi voucher gratis ongkirnya😁",Positif
"sangat nyaman belanja di shope,,,apalagi dengan ada nya sistem cod,,,",Positif
Paling suka belanja di Shopee barangnya semua berkualitas... Cuma ongkirnya yang lumayan mehong buat yg COD 😁 Dan satu lagi.. Kalo lagi event (contoh 12.12) susah banget dapetin nya... Baru di tinggal sedetik aja udah ludes.. Sia² dah begadang 😅,Positif
Aplikasi ny bagus tapi setiap aku mau belanja gk bisa COD kk,Negatif
"Aplikasinya udh oke banget dengan adanya fitur COD & fitur² yg lainnya, tpi aku saranin utk yg kurir grabsend & gosend nya jangan cuma di JABODETABEK aja, lebih bagus lagi klau se-indonesia bisa make. Dan lebih bagus lagi ada pengiriman kargonya biar ga mahal ongkirnya (utk dropshipper) 👍",Positif
"Setiap belanja di Shopee senang banget, karena harganya terjangkau, kualitas produk bagus, dan metode nya gampang banget, bisa COD juga. Intinya keren deh... Bakal setia pakai Shopee. 😍😍😍 Shopee menjadi peluang untuk menambah penghasilan di masa pandemi ini. 😊😇",Positif
"Shopee sekarang sangat buruk. Saya sudah install shopee sejak lama, dulu minim 20/10rb saja sudah bisa gratis ongkir, sekarang minimal 40rb baru bisa gratis ongkir. Kalaupun ada event, harus bayar lewat shopeepay /cod, gak bisa lewat alfa/bank. Dan meskipun sudah pakai gratis ongkir, kadang masih disuruh mbayar sisa ongkir. Sangat buruk shopee sekarang",Negatif
Suka sekarang Uda gratis ongkir dan COD cek dulu terimakasih shopee,Positif
"Menurut saya untuk belanja online sangat mudah dan cepat, tapi untuk sistem pembayaran boleh gak sih untuk menggunakan sistem COD saja tidak dengan sistem transfer agar pembeli jauh lebih aman dan tidak terjadi penipuan. Tapi mungkin itu bukan dari sistem shopee ini ya? Mungkin itu atas kehendak penjual ingin menggunakan sistem itu atau bagaimana? Terima kasih saya hanya memberikan pendapat saja. Tapi sistem shopee juga sangat menguntungkan bagi para pembeli maupun penjual",Positif
"pesanan dibatalkan, siapa yang membatalkan,sementara pesanan saya aja belum sampai"" dan paling anehnya lagi, pihak shopee malah menonaktifkan pesanan cod saya, aneh tau kurir yang malas mengantarkan barang ke saya, malah saya yang kenak imbasnya saya bisah mengirimkan data poto dan chet dengan kurir yang malas tersebut, mohon pihak shopee membalas pesan ini, supaya anda tau siapa yang membuat kesalahan.",Negatif
"Suka banget jajan PC/barang barang yang di butuhkan, COD nya ga main main",Positif
"Apk belanja online paling sampah sejagat raya,bug ada dimana²,sering ngefreze,lemot padahal sinyal bagus,voucher kadang gabisa digunakan(misalnya ada voucher gratis ongkir Cod min Rp.0,pas mau di gunakan voucher hilang tiba² dan yg muncul min Rp.30.000 pas mau di gunakan hilang juga dan yg muncul min Rp.120.000)mohon kedepannya di perbaiki bisa memanjakan pengguna kembali seperti dulu.banyak yg ngeluh seperti ini tpi tidak di jawab.Terima kasih.",Negatif
Aplikasi yang menguras paket.... Sinyal 4G kecepatan 1mb/s tapi masih lemot?.. baru 3menit ke shopee sudah 500mb aj... Banyak bug nya lagi.... Katanya gratis ongkir nyatanya itu hoax hoax bikin iklan kyk gitu.... Yang katanya bisa COD ... Itu bohong...... Yang COD cuma 1 dari 100 barang itu pun minimal belanja 50rb... Mending toko pedia kalo kyk gini.... Sudah eror banyak tipunya....mau nyari barang aja susah kadang eror. Gw ingetin bagi gw lebih baik toko yg lain appk rusak banyak bugnya payah!,Negatif
Intinya selalu puas belanja di shopee..banyak diskonnya..dan yang jelas lebih murah dan praktis..kita gak perlu capek2..tinggal pilih barang..ok..kirim deh..tinggal nunggu di rumah..skrg banyak toko yang menyediakan jasa COD..jadi kalo lagi males gak perlu ribet2 kluar rumah buat tf..makasih shopee.. 😍😘😍😘😍😘 ohy satu lagi bisa ngasilin duit lewat aplikasi shopee..apalagi skrg ada fitur shopeepaylater sm Spinjam..belanja skrg bayar nanti bulan depan..kan lumayan bisa sambil nyicil2..,Positif
"Saya sangat senang belanja di shoope Krn memudahkan berbelanja dan memiliki banyak discound serta tak kalah pentingnya dapat bonus gratis pengiriman, pokoknya the best apa yang dicari atau kebutuhan selalu tersedia, mana dengan adanya COD sampai tidak meragukan pembenjaan lagi",Positif
"suka ajah belanja ya di shopee,tapi kadang daftar harga ya ga sesuay yg di layar depan, trus banyak yg belom bisa cod padahal lagi pandemi seperti ini belanja cod di peelukan,kan banyak yg belum punya kartu keridit atm juga mau transper ya,tingkatin lagi y shopee mksih",Positif
Ada 1 hal yg musti diperhatikan. Mungkin terlihat sepele tp membuat pengguna kecewa. Mustinya sistem COD ada waktu tertentu supaya bisa membatalkan transaksi sendiri tanpa persetujuan penjual. Ada penjual yg berbuat curang. Sudah mengajukan pembatalan di saat itu juga. Masiiihh saja dikirim. Yang gak tau diri itu si penjual atau emang apk yg salah. Tolong di perhatikan lagi apknya. TKS..,Negatif
"Saya sering mau belanja di sini, tapi hampir gx ada pembayaran CODnya. Saya tinggal di pedalaman Kalbar takut tasanya kalau bukan cod, takutnya gx nyampe. Sudah mau chekout lalu dibatalkan. Karna banyak inilah, itulah. Aplikasinya sangat berat, pake wifi pun masih terasa lambat. Ongkirnya sangatlah mahal. Saya sangatlah sering belanja online, tapi bukan dari apk Shoppe. Maaf sebelumnya jika saya harus berlebihan.",Negatif
Sukaa dgn aplikasi yg satu ini..tp kesiniin jadi berkurang. Voucher gratis ongkirnya kurang seruu. Gak ada voucher gratis ongkir utk cod/paylater. Harus pake shopee pay mulu. Ada paylater dianggurin aja. Berasa percuma 😂 Kalau aplikasi sebelah mah gak suka pake voucher gratis ongkir. Sesuai ketentuan di deskripsi minimal pembelanjaan..pas check out otomatis lgsg freeong. Jadi belanja kapan pun bisa. Mau cod..mau bayar pake uang digital. Transfer atau ke merchant terdekat. Lebih mudaah.,Positif
Aplikasi ini bagus saat itu karna ga bisa cod sekarang sudah bisa,Positif
"sangat kecewa dengan pelayanan shope saat ini. sebelumnya nggak ada kendala soal pengiriman barang . kalau sekarang nunggu pengiriman barangnya nggak jelas, pengiriman lama, habis itu pengiriman barangnya dibatalin sepihak karena alasan pelanggan menolak pembayaran COD padahal barang nggak pernah datang, terus yang kena sanksi malah pelanggan padahal yang error dari pihak shopee sendiri. kali ini saya sangat kecewa dengan pelayanan shopee saat ini",Negatif
Saya kecewa karna 3 paket saya tdk bisa sampai ke alamat tujuan di karenakan jasa kirim SPX express yang tdk mengantarkan di daerah perdesaan. Cuma sampai batas kota. Dan seenaknya memberi keterangan pembeli menolak paketan. Tanpa ada konfirmasi. Sehingga akun saya hampir di non aktifkan untuk COD nya.,Positif
"Sudah bertahun tahun saya berlangganan di aplikasi shopee tapi yang ingin saya pertanyakan,kenapa saya sebagai pelanggan lama kalau belanja sistem cod selalu ada biaya penanganan dan pelayanan.sedangkan pengguna baru tidak ada mode seperti itu??dan gratis ongkirnyapun bohong karna harus dengan minimal belanja... Saya mulai kecewa dengan ini.dan percuma sy berkomentar karna tidak digubris sm pihak shopee",Negatif
"sdh lama pakai shopee.. belanja jg udh habis banyak, tp gapernah dpt fitur shopeepay later ataupun spinjam. apa karena saya selalu belanja via COD?? sedih juga ya belanja COD pun sekarang kartu gratis ongkir lebih sedikit dapetnya dengan minimum belanja yg terkadang bisa lumayan besar baru bisa kepake ketimbang shopeepay, harusnya bisa dikasih kartu sesuai rasio belanja user menggunakan metode pembayaran apa yg paling sering digunakan",Positif
"Saya punya pengalaman.. Terakhir saya beli di shoope tepat nya kemarin... Dengan metode pembayaran cod/bayar di tempat.. Pada saat itu yg menerima barang adalah istri saya.. Tp tdk sesua dengan data yg tertera.. Kurir nya kurang teliti.. Barang dengan harga 807.520 rb, tp kata kurir nya 877.000 kemana saya harus komplain dan apakah uang saya bisa kembali",Positif
"Thanks shopee banyak barang murah,walau kadang ada barang yang gak sesuai ekspektasi,kadang datang ada yang bagus kualitasnya kdg jelek,,tergantung lah,,bisa COD Dan suka ada gratis ongkir,saran saya kalau bisa harus nya beda toko bisa digabungin gratis ongkir ny dengan toko lain agar mencapai maximal blanja gratis ongkir pada saat pembelian jadi bisa dignakan gratis ongkir nya...heehee😁",Positif
Aplikasi yang sangat bagus dan aman buat belanja Online. Cuma untuk Options pengiriman Jasa COD nya perlu di tingkatkan pelayananya biar bisa nyampainya ke daerah luar kota bisa cepat... Karena di App sebelah tujuan yang sama banding satu harian aja yang byr menggunakan transfer dengan byr COD. Mohon dengan sangat di percepat pelayanan pengiriman barang sampai... Terlalu lama jika 5-9 hari setelah Jasa pengiriman mengambil barang yang mau di kirim terkhusus kedaerah luar kota atau pulau.. Mohon.,Positif
"Shopee makin lama makin berulah, ongkir makin mahal, pengiriman sangat lamaaa, monopoli ekspedisi. Namanya aja kurir shopee express nyatanya lemoott gk sesuai nama, pengiriman shopee sangat meresahkan, kurirnya pun cuek² beda jauh sama kurir² ekspedisi lain. Biaya² di shopee pun makin banyak, biaya layanan lah, penanganan kalau COD nya pun gk main² besarnya. Sungguh luar biasa.",Negatif
"Mangkin terus di update, mangkin banyak errornya haduh Tambah banyak Script Coding Malah Jadi Bahan Emosi😪, Mau checkout ada iklan dulu (layar blank) , kadang tombol back tidak berfungsi dan masih banyak lagi dah pokoknya",Negatif
"Sudah bagus, tpi ada 2 kekurangan yaitu ekspedisi enggak bisa milih, kemudian voucher gratis ongkirnya kurang banyak apalagi untuk COD. Di iklannya mah untuk COD gratis ongkir tpi enggak. Tolong di perbaiki lagi ya",Negatif
"Tlong di bantu kenapa splater saya dinon aktifkan bisa diliat dilihat pembayaran dan belanjaan saya sistem cod dan sebagai x selama ini aman lancar ,, mohon ditinjau dan beri alasan. awalx merasa terbantu karena saya pedagang ... Tpi karena menonaktifkan sepihak jd saya merasa kurang puas dengan sopie hehe ... Saya bisa tampilkan buktiserta total belanjaan saya selama memakai spie",Negatif
Mengapa shopee sekarang makin mahal.. Cod nya ada biaya. Trus voucher chasbacknya makin banyak syarat. Koinnya kan jadi dapet dikit. Dan pemakaian vocher gratis ongkir nya dengan shopeepay doank yg banyak. Saya kan gk punya rekening. Jadi perlu bayar di tempat. Tapi vouchernya tersedia cuma 1 doank. Tolong donk shopee di rubah lagi. Jadi buat pelanggan yg gk mampu transfer. Jadi bisa bayar di rumah. Terimakasih,Negatif
"sy sangat suka sekali aplikasi ini dari dulu,pengalaman sy berbelanja di sini sangatlh memuaskan,tidak ribet... pertahankan dan lebih tingkatkn lgi,terutama gratis ongkirnya di perbanyak lgi,cod nya pun lebih di bnykn di setiap toko... pokonya shopee memang top markotop",Positif
Saya sangat puas belanja dan berlangganan di Shopee.. Soalnya pelayanan sangat ramah.. Bisa COD.. Dan setiap produk yg dijual pasti bagus kualitas nya.. Pokoknya gak ngecewain.. Tetap pertahankan kualitas nya dan jaya selalu Shopee 😘👍👍👍👍👍👍,Positif
Saya kasih bintang 2 ya kak soal nya ga bisa cod kak gimana tuh kasih infonya ya kak dan nunggu berapa lama saya agar bisa cod lagi kak,Negatif
"Mula mula gak begitu suka sama belanja online..takut barang gak sesuai ,takut udah tranfer pembayaran tp barangnya ga nyampe.lagian kalau mau tranfer jauh,antri lagi,makan waktu banget.tp sekarang ada sopee cod jadi suka deh belanja online.hemat biaya dan waktu..",Positif
"Suka sih belanja lewat shopee,biasa juga beli barang dari luar yang ongkirnya gratis wkwk :v cuma kadang opsi pembayaran cod gak bisa walau udah dipilih opsi pengiriman yang nyediain cod kayak JNE sedangkan dari apk lain bisa aja tuh bayar cod ╥﹏╥ saran buat yang mau beli barang apalagi dari luar negeri,liat dulu review barangnya dan review tokonya ( ´ ▽ ` )",Positif
"Tolong bantu saya, sekarang saya sangat kesulitan disaat checkout. tiap mau checkout pasti tidak pernah bisa pake voucher gratis ongkir, padahal saya belanja diatas 90rb terus. voucher nya juga msh bnyk yg blum dipake. ada voucher yg bisa dipake, tpi harus pake metode pembayaran SHOPEE PAY bukan COD/via ALFAMART/INDOMARET. sedangkan saya tdk pernah isi saldo shopee pay tsb, seringnya pakai metode COD/ALFAMART/INDOMARET",Negatif
Saya suka belanja di shoope cuma aja yang bikin kecewa gak bisa bayar di tempat/cod kalo beli barang.a cuma 1 atau gak memenuhi syarat jumlah belanja padahal yg bikin males itu bayar ke indomart .. di tingkatin lg aja yaa kaya olshop yg lain yg bisa cod meski cuma belanja barang 1 .. makasih 🙏,Positif
"setiap abis perbarui jadi lambat. apalagi jika ada kendala, solusinya log out lalu masuk kembali jadi nambah lambat. poin lainnya gratis ongkir Rp 0 jangan pake kuota merasa belanja kendala iya kalau dapat kalau ga nunggu lagi sampai berhasil dapat.... ternyata barangnya udah abis 😭. ayo gratis ongkirnya seperti biasa saja banyakin yg pake COD",Negatif
Bagus dan Alhamdulillah pesan disini gak pernah mengecewakan dan lebih bagus lagi setelah ada cod cek dulu😘😘,Positif
"Jelek. Apaan sih di ubah pelayanannya jd kaya gini. Ga bisa pilih ekspedisi. Yang cod malah jadi ada biaya layanan. Free ongkir gabisa dipake Udah gitu lelet bangettt kurir dan pelayanan shopee nya. Pokoknya KECEWA banget,mending pindah ke apk shop lain aja lah....",Negatif
"Cari sesuatu lebih mudah tapi tidak dengan ongkir nya ""Xtra malah"" Jika beli barang dari luar pulau 😉 & Shopee mohon diperbanyak dukungan pembayaran COD, karena saya sendiri sebagai konsumen setia lebih suka melakukan transaksi COD, baik transaksi dalam jumlah kecil hingga besar.!! Terimakasih Shopee, semoga saranku ini bisa menjadi Shopee semakin Jaya",Positif
"Skrg grastis ongkirnya min belanja 40rb, trus gratis ongkir min 0 nya cuma ada kalo event doang, trus kalo COD ada biaya penanganannya, ecommers lain kan gk ada biaya penanganan... tapi udah nyaman belanja dishopee, smga lebih banyak lagi voucher gratis ongkirnya terutama yg member platinum.. biar makin semangat checkoutnya, sukses terus shopee",Positif
Selalu puas TPI msih bingung kenpa cod lbih cpt Dateng dri udh byar lewat shopeepay 🫢🫢,Positif
"Saya kasih bintang 1 kebijakan shope atas jasa pengiriman COD makin lama makin lambat, jawaban otomatis dan membuat kesal. Saya tidak mau pesan atau belanja di jasa pengiriman X ini. Keterangan di shope paket diterima sebelum tanggal ditentukan tapi dijasa pengiriman lama.. saya kecewa , rasa kepercayaan saya belanja di shope sudah mulai hilang. Karena pengirimannya lambat , chat tidak direspon oleh shoppe, apa yang ditanya ntaj apa yang dijawab. Saya hilang kepercayaan untuk belanja lagi dishoe",Negatif
"Shopee sekarang ongkirnya mahal banget, padahal kalo datang langsung ke ekspedisi itu hargany lebih murah, voucher gratis ongkir juga sekarang paling potongan berapa ribu doang & sering gk bisa d pakai, kalo udah gk bisa d pakai padahal buat apa masih d pajang berlaku sekian hari lagi Sekarang lebih baik beralih ke lazada ongkir murah voucher pun gk php, cod ny enak juga Shopee suka lemot, kadang ngetik aja gk bisa, harus sering"" d refresh juga kadang lemot.",Negatif
"Belanja di shopee itu enak dan untung... harganya lebih murah dari harga toko... bisa cod... bisa gratis ongkir... kalo barang yg dikirim tdk sesuai dengan yg dipesan, bisa dikembalikan lagi dan uang kita otomatis balik lagi... kereeeenn..",Positif
"shopee skrg makin parah, sering tiba""keluar sendiri. padahal udah upgrade dll, skrg tiap mau checkout ada biaya tambahan. apalagi cod biaya penanganan nya mahal bgt. via shopeepay pun ada biaya nya. padahal dulu"" ga gitu. skrg makin pelit. pengiriman lama bgt, sering melebihi estimasi gasampe"". mau isi saldo shopeepay juga kena biaya. duhhh tlong dong ka, perbaiki minimal ga ngelag dan log out sendiri lah. mksih",Negatif
"Sistem pembayaran COD biaya layananya sangat mahal,lebih mahal dr ongkir, contoh belanja 400rb,biaya layanan 40rb waw... Beda sama lapak sebelah, metode COD tanpa biaya layanan, simpel, gratis ongkir, cashback tiap hari pula, auto pindah ke lapak sebelah",Negatif
Knp ya sekarang buat cod kok ngk bisa....tolong di bantu,Positif
Berbelanja mudah tdk ribet n promo juga bnyak.kembangkan kualitas dan lbh banyak promo.dan yg sy suka perbanyak bebas ongkir ya dan khusus COD tolong gk usah pake ketentuan.makasih...kapan aku ada di ksih shopeelater ya??mohon dibantuu😀😉 aku pengguna lama dan sering belanja.tp knp blom jg dapat shopeelater nih.,Positif
untuk barang dan harga memang menang shopee. tapi tingkat kan lagi kinerja seller untuk pengiriman barang nya untuk lebih cepat sampai. sekalipun jarak jauh. dan menurut saya ada sebagian seller yang jarak nya dekat tapi estimasi pengiriman nya lumayan lama. hingga harus di ditanyain terus kapan akan dikirim. dan permudah ongkir untuk bayar ditempat(cod) karna lebih banyak pengguna menggunakan cod dr pd shopeepay. kalo bisa tanpa minimun pembelanjaan untuk ongkir nya. terima kasih.,Positif
"COD bikin rugi penjual. Buyer sudah nrima barang sejak 4 hr yg lalu tp status pengiriman masih ajeg tidak ditanda terIma oleh pihak ekpedisi. Alhasil uang blm bs masuk ke penjual. Kecewa banget selama 4 hari shope gak bisa bantu. Sangatt kecewa. Sudah komplain katanya suruh nunggu 1-3 hari, eh suruh nunggu lagi 1-5 hari. Kan brengsek bgt, uang 500 rb aja gak bisa bantu cairkan. Kalo uang saya tidak cair juga, saya gak segan segan lapor ke pihak yang berwajib dg menyertakan bukti transaksi !!!!!",Negatif
"Produk bagus pesanan datang cepat, barang yang dipesan sesuai dengan yang diinginkan dan tidak mengecewakan dari segi pengemasan serta keamanan pengiriman, para penjual juga ramah ketika ditanya langsung mengenai peroduk mereka, semuanya bagus harga terjangkau dengan fasilitas free ongkir dan kemudahan pembayaran yang dilakukan cod semuanya untuk mempermudah kami sebagai konsumen utuk selalu berbelanja melalui shoppe ini dan merasa terbantu apabila akun saya diaktifkan shoppe paylaternya",Positif
"Puas belanja disini. Apalagi COD nya. Sejauh ini gak mengecewakan sih. Cuma kadang kecewa sama yg suka bikin vidio iklan nya aja tuh, yg dividio iklan nya apa..eeh yg dijualnya barangnya beda lagi bukan yg ditampilkan di vidionya mereka. Hati2 aja sih kalo mo beli barang melalui vidio iklannya jgn lsng beli, tapi lihat lagi deskripsi produk yg dijualnya tuh seperti apa dgn harga yg dia tampilkan. Happy sopping, gaes...",Positif
"Hay shopee, kenapa ya setelah jadi pengguna setia, sering blanja disini, malah nggak bisa dapet voucher gratis ongkir, trus hampir semua toko nggak bisa sistem COD?? Jelasin dong shopee, Trus kenapa walaupun sinyal full suka lemot banget buka gambarnya😭😭",Positif
"Senangnya belanja di shopee dengan jaminan barang sampai dengan aman& respon penjual ramah, pengiriman cepat&yg penting bisa COD karena pengalaman belanja online yg transfer dahulu nyata nya barang ndak sampai uang melayang semoga kedepannya makin banyak lagi promo &barang yg bisa COD lebih banyak lagi 😁😁😁",Positif
Hmmm good lah apk blanja online dngn menerapkan sistem cod! Menurut saya sudah bagus. Cuman barang yg tertera apk masih kurang banyak. Bahkan barang yg kadang umum belum tentu ad di shopee. Tapi masalah pengiriman sudah bagus dan cepat,Positif
"aplikasinya bagus banget, cuma akun saya gak bisa milih jasa expedisi lain, yg tersedia cuma J&T Express😂 apa karna sya selalu pakek sistem COD yah..!! Gatau juga alasannya kenapa..! Padhal kalaupun sya pakek COD.. Sya tdk pernah cancel barang satupun.. Sya sudah mengikuti S&K yg berlaku.. Tpi gpp lah.. Sejauh ini masih nyaman pakek shopee sekalian langganan kurir.. 😂",Positif
